Ref,Step no,Step,Substep — still to do,Actor,Mode,Precondition,Substep — done,Column,Kind,Outcome,Audience,Surface,Text,Built
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Translator,operator portal,“1 of 3 originals still need a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Translator,operator portal,“1 of 4 originals still need a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Translator,operator portal,“1 of 5 originals still need a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Translator,operator portal,“2 of 3 originals still need a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Translator,operator portal,“2 of 4 originals still need a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Translator,operator portal,“2 of 5 originals still need a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Translator,operator portal,“3 of 4 originals still need a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Translator,operator portal,“3 of 5 originals still need a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Translator,operator portal,“4 of 5 originals still need a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Admin,operator portal,“1 of 2 originals have a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Admin,operator portal,“1 of 3 originals have a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Admin,operator portal,“1 of 4 originals have a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Admin,operator portal,“1 of 5 originals have a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Admin,operator portal,“2 of 3 originals have a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Admin,operator portal,“2 of 4 originals have a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Admin,operator portal,“2 of 5 originals have a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Admin,operator portal,“3 of 4 originals have a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Admin,operator portal,“3 of 5 originals have a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it fails,message,fails,Admin,operator portal,“4 of 5 originals have a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,files attached — 1 feedback_translation,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,files attached — 2 feedback_translation,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,files attached — 3 feedback_translation,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,files attached — 4 feedback_translation,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,files attached — 5 feedback_translation,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,feedback_translation paired to its original — 1 of 1,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,feedback_translation paired to its original — 1 of 2,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,feedback_translation paired to its original — 1 of 3,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,feedback_translation paired to its original — 1 of 4,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,feedback_translation paired to its original — 1 of 5,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,feedback_translation paired to its original — 2 of 2,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,feedback_translation paired to its original — 2 of 3,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,feedback_translation paired to its original — 2 of 4,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,feedback_translation paired to its original — 2 of 5,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,feedback_translation paired to its original — 3 of 3,no
